subject_name,feedback,original_sentiment,analyzed_sentiment,polarity,user_id,date,_id
DBMS,amazing subject,positive,positive,0.21666666666666673,user500,2023-05-03,6825c0358f02958777a499b7
Machine Learning,interesting engaging,positive,positive,0.45,user355,2023-08-22,6825c0358f02958777a499b8
Machine Learning,difficult,negative,negative,-0.5,user269,2023-09-27,6825c0358f02958777a499b9
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user660,2023-11-04,6825c0358f02958777a499ba
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user874,2023-04-14,6825c0358f02958777a499bb
DBMS,love learning,positive,positive,0.5,user473,2024-09-03,6825c0358f02958777a499bc
Artificial Intelligence,interesting engaging,positive,positive,0.45,user270,2023-03-21,6825c0358f02958777a499bd
Artificial Intelligence,love learning,positive,positive,0.5,user297,2024-05-11,6825c0358f02958777a499be
Computer Networks,subject okay,neutral,positive,0.16666666666666669,user895,2024-08-29,6825c0358f02958777a499bf
Computer Networks,love learning,positive,positive,0.5,user535,2023-07-15,6825c0358f02958777a499c0
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user286,2023-07-26,6825c0358f02958777a499c1
Data Structures,feel indifferent,neutral,neutral,0.0,user769,2024-10-24,6825c0358f02958777a499c2
Data Structures,amazing subject,positive,positive,0.21666666666666673,user716,2023-06-03,6825c0358f02958777a499c3
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user234,2024-04-09,6825c0358f02958777a499c4
DBMS,love learning,positive,positive,0.5,user993,2024-01-20,6825c0358f02958777a499c5
Machine Learning,interesting engaging,positive,positive,0.45,user224,2024-08-08,6825c0358f02958777a499c6
DBMS,feel indifferent,neutral,neutral,0.0,user790,2024-01-15,6825c0358f02958777a499c7
Machine Learning,interesting engaging,positive,positive,0.45,user575,2023-06-02,6825c0358f02958777a499c8
DBMS,subject okay,neutral,positive,0.16666666666666669,user854,2024-10-15,6825c0358f02958777a499c9
Data Structures,subject okay,neutral,positive,0.16666666666666669,user743,2023-07-05,6825c0358f02958777a499ca
Computer Networks,love learning,positive,positive,0.5,user235,2023-11-12,6825c0358f02958777a499cb
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user190,2023-01-26,6825c0358f02958777a499cc
Computer Networks,interesting engaging,positive,positive,0.45,user225,2023-10-21,6825c0358f02958777a499cd
Machine Learning,feel indifferent,neutral,neutral,0.0,user785,2024-11-14,6825c0358f02958777a499ce
Data Structures,bad great,neutral,positive,0.0500000000000001,user721,2023-12-20,6825c0358f02958777a499cf
Data Structures,bad great,neutral,positive,0.0500000000000001,user987,2023-06-18,6825c0358f02958777a499d0
Machine Learning,difficult,negative,negative,-0.5,user156,2024-08-07,6825c0358f02958777a499d1
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user435,2024-06-18,6825c0358f02958777a499d2
Computer Networks,feel indifferent,neutral,neutral,0.0,user853,2024-07-04,6825c0358f02958777a499d3
Machine Learning,love learning,positive,positive,0.5,user445,2023-04-28,6825c0358f02958777a499d4
Machine Learning,engaging,negative,positive,0.4,user632,2024-07-18,6825c0358f02958777a499d5
Artificial Intelligence,engaging,negative,positive,0.4,user104,2023-03-14,6825c0358f02958777a499d6
Computer Networks,difficult,negative,negative,-0.5,user190,2024-06-29,6825c0358f02958777a499d7
DBMS,dont like subject,negative,negative,-0.16666666666666666,user318,2023-10-21,6825c0358f02958777a499d8
Machine Learning,difficult,negative,negative,-0.5,user359,2024-01-21,6825c0358f02958777a499d9
DBMS,interesting engaging,positive,positive,0.45,user261,2024-09-29,6825c0358f02958777a499da
Machine Learning,amazing subject,positive,positive,0.21666666666666673,user562,2023-07-09,6825c0358f02958777a499db
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user313,2024-01-28,6825c0358f02958777a499dc
Machine Learning,difficult,negative,negative,-0.5,user157,2024-01-23,6825c0358f02958777a499dd
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user401,2023-07-22,6825c0358f02958777a499de
DBMS,difficult,negative,negative,-0.5,user718,2023-12-08,6825c0358f02958777a499df
DBMS,feel indifferent,neutral,neutral,0.0,user641,2023-04-23,6825c0358f02958777a499e0
Computer Networks,difficult,negative,negative,-0.5,user719,2023-01-27,6825c0358f02958777a499e1
Machine Learning,difficult,negative,negative,-0.5,user872,2023-04-13,6825c0358f02958777a499e2
DBMS,engaging,negative,positive,0.4,user809,2024-02-06,6825c0358f02958777a499e3
DBMS,dont like subject,negative,negative,-0.16666666666666666,user967,2024-04-30,6825c0358f02958777a499e4
Artificial Intelligence,engaging,negative,positive,0.4,user113,2023-02-16,6825c0358f02958777a499e5
Machine Learning,love learning,positive,positive,0.5,user528,2024-01-05,6825c0358f02958777a499e6
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user161,2023-07-03,6825c0358f02958777a499e7
Machine Learning,engaging,negative,positive,0.4,user245,2023-08-22,6825c0358f02958777a499e8
Artificial Intelligence,interesting engaging,positive,positive,0.45,user273,2024-09-27,6825c0358f02958777a499e9
Computer Networks,interesting engaging,positive,positive,0.45,user646,2023-04-23,6825c0358f02958777a499ea
Machine Learning,interesting engaging,positive,positive,0.45,user267,2023-11-13,6825c0358f02958777a499eb
DBMS,subject okay,neutral,positive,0.16666666666666669,user385,2023-02-05,6825c0358f02958777a499ec
Machine Learning,love learning,positive,positive,0.5,user889,2023-06-23,6825c0358f02958777a499ed
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user734,2024-01-27,6825c0358f02958777a499ee
Data Structures,bad great,neutral,positive,0.0500000000000001,user241,2024-10-07,6825c0358f02958777a499ef
Machine Learning,amazing subject,positive,positive,0.21666666666666673,user352,2024-02-22,6825c0358f02958777a499f0
DBMS,feel indifferent,neutral,neutral,0.0,user137,2024-03-20,6825c0358f02958777a499f1
Computer Networks,engaging,negative,positive,0.4,user925,2023-01-25,6825c0358f02958777a499f2
Data Structures,subject okay,neutral,positive,0.16666666666666669,user942,2024-01-28,6825c0358f02958777a499f3
Computer Networks,love learning,positive,positive,0.5,user654,2023-08-30,6825c0358f02958777a499f4
Machine Learning,bad great,neutral,positive,0.0500000000000001,user163,2024-10-14,6825c0358f02958777a499f5
Data Structures,bad great,neutral,positive,0.0500000000000001,user271,2023-12-24,6825c0358f02958777a499f6
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user877,2023-07-02,6825c0358f02958777a499f7
Data Structures,love learning,positive,positive,0.5,user504,2023-02-19,6825c0358f02958777a499f8
Data Structures,amazing subject,positive,positive,0.21666666666666673,user819,2023-12-12,6825c0358f02958777a499f9
Computer Networks,bad great,neutral,positive,0.0500000000000001,user169,2023-01-20,6825c0358f02958777a499fa
Data Structures,feel indifferent,neutral,neutral,0.0,user226,2024-05-03,6825c0358f02958777a499fb
Data Structures,feel indifferent,neutral,neutral,0.0,user752,2024-11-13,6825c0358f02958777a499fc
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user942,2023-04-06,6825c0358f02958777a499fd
DBMS,engaging,negative,positive,0.4,user476,2024-01-07,6825c0358f02958777a499fe
Data Structures,subject okay,neutral,positive,0.16666666666666669,user443,2023-01-14,6825c0358f02958777a499ff
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user512,2023-05-25,6825c0358f02958777a49a00
DBMS,bad great,neutral,positive,0.0500000000000001,user144,2023-04-16,6825c0358f02958777a49a01
Artificial Intelligence,subject okay,neutral,positive,0.16666666666666669,user730,2023-06-13,6825c0358f02958777a49a02
Computer Networks,engaging,negative,positive,0.4,user534,2024-01-22,6825c0358f02958777a49a03
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user189,2023-09-02,6825c0358f02958777a49a04
Computer Networks,difficult,negative,negative,-0.5,user284,2023-06-04,6825c0358f02958777a49a05
DBMS,love learning,positive,positive,0.5,user971,2024-03-06,6825c0358f02958777a49a06
Machine Learning,interesting engaging,positive,positive,0.45,user675,2024-10-04,6825c0358f02958777a49a07
Computer Networks,engaging,negative,positive,0.4,user534,2023-11-20,6825c0358f02958777a49a08
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user466,2023-09-15,6825c0358f02958777a49a09
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user968,2023-01-01,6825c0358f02958777a49a0a
Machine Learning,engaging,negative,positive,0.4,user159,2024-06-23,6825c0358f02958777a49a0b
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user558,2023-11-28,6825c0358f02958777a49a0c
Computer Networks,interesting engaging,positive,positive,0.45,user800,2024-04-14,6825c0358f02958777a49a0d
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user923,2024-01-14,6825c0358f02958777a49a0e
Computer Networks,subject okay,neutral,positive,0.16666666666666669,user708,2023-06-22,6825c0358f02958777a49a0f
Artificial Intelligence,difficult,negative,negative,-0.5,user245,2023-09-21,6825c0358f02958777a49a10
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user390,2023-08-03,6825c0358f02958777a49a11
Machine Learning,bad great,neutral,positive,0.0500000000000001,user795,2023-09-19,6825c0358f02958777a49a12
Computer Networks,subject okay,neutral,positive,0.16666666666666669,user618,2023-02-17,6825c0358f02958777a49a13
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user393,2024-05-13,6825c0358f02958777a49a14
Machine Learning,bad great,neutral,positive,0.0500000000000001,user904,2023-07-19,6825c0358f02958777a49a15
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user589,2023-07-13,6825c0358f02958777a49a16
Machine Learning,feel indifferent,neutral,neutral,0.0,user486,2024-02-13,6825c0358f02958777a49a17
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user460,2024-04-12,6825c0358f02958777a49a18
Computer Networks,love learning,positive,positive,0.5,user575,2023-09-09,6825c0358f02958777a49a19
DBMS,difficult,negative,negative,-0.5,user592,2023-03-05,6825c0358f02958777a49a1a
Artificial Intelligence,difficult,negative,negative,-0.5,user931,2023-11-10,6825c0358f02958777a49a1b
Artificial Intelligence,engaging,negative,positive,0.4,user184,2023-01-11,6825c0358f02958777a49a1c
Artificial Intelligence,dont like subject,negative,negative,-0.16666666666666666,user613,2023-12-12,6825c0358f02958777a49a1d
DBMS,difficult,negative,negative,-0.5,user588,2024-06-26,6825c0358f02958777a49a1e
DBMS,subject okay,neutral,positive,0.16666666666666669,user619,2023-04-22,6825c0358f02958777a49a1f
Computer Networks,difficult,negative,negative,-0.5,user266,2023-07-06,6825c0358f02958777a49a20
DBMS,bad great,neutral,positive,0.0500000000000001,user280,2024-04-03,6825c0358f02958777a49a21
Machine Learning,difficult,negative,negative,-0.5,user920,2024-07-17,6825c0358f02958777a49a22
Data Structures,engaging,negative,positive,0.4,user363,2024-07-27,6825c0358f02958777a49a23
Computer Networks,bad great,neutral,positive,0.0500000000000001,user200,2024-10-14,6825c0358f02958777a49a24
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user760,2024-07-26,6825c0358f02958777a49a25
Data Structures,interesting engaging,positive,positive,0.45,user725,2023-01-11,6825c0358f02958777a49a26
DBMS,difficult,negative,negative,-0.5,user456,2023-09-20,6825c0358f02958777a49a27
Computer Networks,interesting engaging,positive,positive,0.45,user758,2023-10-12,6825c0358f02958777a49a28
Data Structures,subject okay,neutral,positive,0.16666666666666669,user418,2023-06-16,6825c0358f02958777a49a29
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user187,2023-03-05,6825c0358f02958777a49a2a
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user242,2023-09-17,6825c0358f02958777a49a2b
Data Structures,engaging,negative,positive,0.4,user396,2023-08-01,6825c0358f02958777a49a2c
Computer Networks,engaging,negative,positive,0.4,user445,2023-03-05,6825c0358f02958777a49a2d
Computer Networks,bad great,neutral,positive,0.0500000000000001,user416,2024-10-12,6825c0358f02958777a49a2e
Machine Learning,amazing subject,positive,positive,0.21666666666666673,user134,2023-09-17,6825c0358f02958777a49a2f
DBMS,bad great,neutral,positive,0.0500000000000001,user339,2024-06-11,6825c0358f02958777a49a30
DBMS,subject okay,neutral,positive,0.16666666666666669,user543,2023-02-15,6825c0358f02958777a49a31
Data Structures,love learning,positive,positive,0.5,user392,2024-09-08,6825c0358f02958777a49a32
Data Structures,subject okay,neutral,positive,0.16666666666666669,user456,2023-01-06,6825c0358f02958777a49a33
Data Structures,love learning,positive,positive,0.5,user867,2023-08-31,6825c0358f02958777a49a34
Machine Learning,engaging,negative,positive,0.4,user510,2024-09-01,6825c0358f02958777a49a35
Machine Learning,engaging,negative,positive,0.4,user399,2023-12-11,6825c0358f02958777a49a36
DBMS,subject okay,neutral,positive,0.16666666666666669,user208,2023-08-19,6825c0358f02958777a49a37
DBMS,engaging,negative,positive,0.4,user549,2024-03-06,6825c0358f02958777a49a38
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user540,2023-10-29,6825c0358f02958777a49a39
Artificial Intelligence,interesting engaging,positive,positive,0.45,user113,2023-01-08,6825c0358f02958777a49a3a
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user600,2024-02-12,6825c0358f02958777a49a3b
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user290,2024-10-12,6825c0358f02958777a49a3c
DBMS,feel indifferent,neutral,neutral,0.0,user930,2024-09-18,6825c0358f02958777a49a3d
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user749,2024-09-12,6825c0358f02958777a49a3e
Computer Networks,engaging,negative,positive,0.4,user554,2023-04-08,6825c0358f02958777a49a3f
Machine Learning,bad great,neutral,positive,0.0500000000000001,user958,2023-06-06,6825c0358f02958777a49a40
Machine Learning,love learning,positive,positive,0.5,user230,2023-08-16,6825c0358f02958777a49a41
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user215,2023-10-10,6825c0358f02958777a49a42
DBMS,bad great,neutral,positive,0.0500000000000001,user472,2023-11-08,6825c0358f02958777a49a43
DBMS,amazing subject,positive,positive,0.21666666666666673,user895,2024-08-22,6825c0358f02958777a49a44
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user402,2023-06-06,6825c0358f02958777a49a45
DBMS,engaging,negative,positive,0.4,user727,2024-10-08,6825c0358f02958777a49a46
DBMS,subject okay,neutral,positive,0.16666666666666669,user809,2024-02-13,6825c0358f02958777a49a47
DBMS,difficult,negative,negative,-0.5,user791,2024-11-01,6825c0358f02958777a49a48
Machine Learning,interesting engaging,positive,positive,0.45,user166,2024-09-01,6825c0358f02958777a49a49
Data Structures,love learning,positive,positive,0.5,user294,2024-06-23,6825c0358f02958777a49a4a
Artificial Intelligence,interesting engaging,positive,positive,0.45,user321,2024-02-11,6825c0358f02958777a49a4b
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user733,2023-09-27,6825c0358f02958777a49a4c
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user276,2023-07-28,6825c0358f02958777a49a4d
Data Structures,subject okay,neutral,positive,0.16666666666666669,user636,2024-10-17,6825c0358f02958777a49a4e
Computer Networks,dont like subject,negative,negative,-0.16666666666666666,user182,2024-06-26,6825c0358f02958777a49a4f
Artificial Intelligence,love learning,positive,positive,0.5,user752,2023-02-25,6825c0358f02958777a49a50
Computer Networks,amazing subject,positive,positive,0.21666666666666673,user767,2024-11-11,6825c0358f02958777a49a51
Data Structures,love learning,positive,positive,0.5,user353,2023-10-14,6825c0358f02958777a49a52
Machine Learning,subject okay,neutral,positive,0.16666666666666669,user469,2023-02-23,6825c0358f02958777a49a53
Data Structures,bad great,neutral,positive,0.0500000000000001,user601,2023-03-30,6825c0358f02958777a49a54
Computer Networks,engaging,negative,positive,0.4,user217,2024-06-09,6825c0358f02958777a49a55
Machine Learning,dont like subject,negative,negative,-0.16666666666666666,user645,2024-02-01,6825c0358f02958777a49a56
Data Structures,interesting engaging,positive,positive,0.45,user570,2023-07-04,6825c0358f02958777a49a57
Machine Learning,difficult,negative,negative,-0.5,user142,2023-05-18,6825c0358f02958777a49a58
Machine Learning,feel indifferent,neutral,neutral,0.0,user471,2024-10-20,6825c0358f02958777a49a59
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user833,2023-02-15,6825c0358f02958777a49a5a
DBMS,bad great,neutral,positive,0.0500000000000001,user153,2023-01-19,6825c0358f02958777a49a5b
Computer Networks,difficult,negative,negative,-0.5,user738,2023-01-02,6825c0358f02958777a49a5c
DBMS,subject okay,neutral,positive,0.16666666666666669,user663,2024-07-16,6825c0358f02958777a49a5d
Machine Learning,interesting engaging,positive,positive,0.45,user550,2024-04-02,6825c0358f02958777a49a5e
Machine Learning,engaging,negative,positive,0.4,user774,2023-10-11,6825c0358f02958777a49a5f
Data Structures,subject okay,neutral,positive,0.16666666666666669,user780,2024-02-10,6825c0358f02958777a49a60
Artificial Intelligence,love learning,positive,positive,0.5,user650,2024-05-24,6825c0358f02958777a49a61
DBMS,feel indifferent,neutral,neutral,0.0,user263,2024-01-15,6825c0358f02958777a49a62
Artificial Intelligence,difficult,negative,negative,-0.5,user223,2023-06-07,6825c0358f02958777a49a63
Machine Learning,bad great,neutral,positive,0.0500000000000001,user396,2024-05-07,6825c0358f02958777a49a64
Data Structures,dont like subject,negative,negative,-0.16666666666666666,user760,2024-06-09,6825c0358f02958777a49a65
Data Structures,subject okay,neutral,positive,0.16666666666666669,user812,2024-01-28,6825c0358f02958777a49a66
Machine Learning,bad great,neutral,positive,0.0500000000000001,user143,2023-07-12,6825c0358f02958777a49a67
Artificial Intelligence,subject okay,neutral,positive,0.16666666666666669,user913,2023-12-04,6825c0358f02958777a49a68
Artificial Intelligence,interesting engaging,positive,positive,0.45,user298,2023-05-06,6825c0358f02958777a49a69
Artificial Intelligence,interesting engaging,positive,positive,0.45,user296,2024-05-21,6825c0358f02958777a49a6a
Data Structures,interesting engaging,positive,positive,0.45,user357,2024-04-01,6825c0358f02958777a49a6b
Machine Learning,love learning,positive,positive,0.5,user460,2024-01-30,6825c0358f02958777a49a6c
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user101,2024-09-27,6825c0358f02958777a49a6d
Computer Networks,bad great,neutral,positive,0.0500000000000001,user870,2024-09-19,6825c0358f02958777a49a6e
DBMS,interesting engaging,positive,positive,0.45,user392,2023-11-14,6825c0358f02958777a49a6f
Machine Learning,feel indifferent,neutral,neutral,0.0,user498,2024-08-18,6825c0358f02958777a49a70
Machine Learning,love learning,positive,positive,0.5,user514,2024-10-03,6825c0358f02958777a49a71
DBMS,engaging,negative,positive,0.4,user510,2023-12-05,6825c0358f02958777a49a72
Data Structures,love learning,positive,positive,0.5,user304,2024-09-18,6825c0358f02958777a49a73
Machine Learning,interesting engaging,positive,positive,0.45,user366,2023-03-03,6825c0358f02958777a49a74
Data Structures,difficult,negative,negative,-0.5,user780,2024-04-22,6825c0358f02958777a49a75
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user696,2024-01-03,6825c0358f02958777a49a76
Artificial Intelligence,difficult,negative,negative,-0.5,user295,2023-09-29,6825c0358f02958777a49a77
DBMS,amazing subject,positive,positive,0.21666666666666673,user938,2024-03-27,6825c0358f02958777a49a78
Data Structures,subject okay,neutral,positive,0.16666666666666669,user580,2023-10-24,6825c0358f02958777a49a79
DBMS,subject okay,neutral,positive,0.16666666666666669,user952,2023-01-23,6825c0358f02958777a49a7a
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user795,2023-09-11,6825c0358f02958777a49a7b
DBMS,amazing subject,positive,positive,0.21666666666666673,user561,2023-12-13,6825c0358f02958777a49a7c
Machine Learning,bad great,neutral,positive,0.0500000000000001,user292,2023-01-10,6825c0358f02958777a49a7d
Computer Networks,feel indifferent,neutral,neutral,0.0,user694,2023-04-12,6825c0358f02958777a49a7e
DBMS,amazing subject,positive,positive,0.21666666666666673,user500,2023-05-03,6825c0358f02958777a49a7f
Machine Learning,interesting engaging,positive,positive,0.45,user355,2023-08-22,6825c0358f02958777a49a80
Machine Learning,difficult,negative,negative,-0.5,user269,2023-09-27,6825c0358f02958777a49a81
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user660,2023-11-04,6825c0358f02958777a49a82
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user874,2023-04-14,6825c0358f02958777a49a83
DBMS,love learning,positive,positive,0.5,user473,2024-09-03,6825c0358f02958777a49a84
Artificial Intelligence,interesting engaging,positive,positive,0.45,user270,2023-03-21,6825c0358f02958777a49a85
Artificial Intelligence,love learning,positive,positive,0.5,user297,2024-05-11,6825c0358f02958777a49a86
Computer Networks,subject okay,neutral,positive,0.16666666666666669,user895,2024-08-29,6825c0358f02958777a49a87
Computer Networks,love learning,positive,positive,0.5,user535,2023-07-15,6825c0358f02958777a49a88
Artificial Intelligence,feel indifferent,neutral,neutral,0.0,user286,2023-07-26,6825c0358f02958777a49a89
Data Structures,feel indifferent,neutral,neutral,0.0,user769,2024-10-24,6825c0358f02958777a49a8a
Data Structures,amazing subject,positive,positive,0.21666666666666673,user716,2023-06-03,6825c0358f02958777a49a8b
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user234,2024-04-09,6825c0358f02958777a49a8c
DBMS,love learning,positive,positive,0.5,user993,2024-01-20,6825c0358f02958777a49a8d
Machine Learning,interesting engaging,positive,positive,0.45,user224,2024-08-08,6825c0358f02958777a49a8e
DBMS,feel indifferent,neutral,neutral,0.0,user790,2024-01-15,6825c0358f02958777a49a8f
Machine Learning,interesting engaging,positive,positive,0.45,user575,2023-06-02,6825c0358f02958777a49a90
DBMS,subject okay,neutral,positive,0.16666666666666669,user854,2024-10-15,6825c0358f02958777a49a91
Data Structures,subject okay,neutral,positive,0.16666666666666669,user743,2023-07-05,6825c0358f02958777a49a92
Computer Networks,love learning,positive,positive,0.5,user235,2023-11-12,6825c0358f02958777a49a93
Artificial Intelligence,bad great,neutral,positive,0.0500000000000001,user190,2023-01-26,6825c0358f02958777a49a94
Computer Networks,interesting engaging,positive,positive,0.45,user225,2023-10-21,6825c0358f02958777a49a95
Machine Learning,feel indifferent,neutral,neutral,0.0,user785,2024-11-14,6825c0358f02958777a49a96
Data Structures,bad great,neutral,positive,0.0500000000000001,user721,2023-12-20,6825c0358f02958777a49a97
Data Structures,bad great,neutral,positive,0.0500000000000001,user987,2023-06-18,6825c0358f02958777a49a98
Machine Learning,difficult,negative,negative,-0.5,user156,2024-08-07,6825c0358f02958777a49a99
Artificial Intelligence,amazing subject,positive,positive,0.21666666666666673,user435,2024-06-18,6825c0358f02958777a49a9a
Computer Networks,feel indifferent,neutral,neutral,0.0,user853,2024-07-04,6825c0358f02958777a49a9b
Machine Learning,love learning,positive,positive,0.5,user445,2023-04-28,6825c0358f02958777a49a9c
Machine Learning,engaging,negative,positive,0.4,user632,2024-07-18,6825c0358f02958777a49a9d
